source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,hardness_mgL,nitrate_mgL,TDS_mgL,risk_percent
rooftop_rainwater,0.896,24.704,4.574,0.451,6,53.262,Monsoon,7.5,10.478,31,12.43,2.158,104.68,53.17
community_tank,29.35,27.524,5.485,0.591,7,78.75,Monsoon,7.739,2.54,14,78.9,12.378,322.82,29.716
reservoir,3.449,24.089,6.772,0.986,11,24.518,Autumn,8.864,3.264,11,96.51,66.436,808.64,51.694
pond,2.568,26.807,6.859,0.09,10,37.014,Autumn,6.949,16.639,3,63.65,17.976,329.97,38.886
pond,1.383,26.656,11.763,0.114,12,30.052,Winter,9.3,18.024,8,80.53,2.967,196.97,43.697
community_tank,29.188,24.583,7.755,0.988,5,185.848,Summer,8.212,11.436,6,137.61,5.994,412.94,42.762
river,12.445,26.059,8.455,0.406,6,3.489,Monsoon,7.896,33.009,6,67.38,14.085,253.84,38.98
reservoir,13.535,20.972,7.213,0.744,3,11.079,Summer,9.342,6.522,3,79.96,12.68,337.54,24.228
river,6.92,29.025,5.031,0.783,5,24.071,Summer,7.75,18.116,5,69.38,10.559,215.99,20.744
river,6.438,23.363,7.445,0.315,10,43.953,Autumn,6.536,18.082,14,100.01,13.395,366.55,36.405
deep_borehole,1.166,24.465,4.579,0.214,12,19.696,Winter,7.169,8.706,6,143.7,3.104,267.09,13.237
spring,8.206,21.841,6.729,0.276,3,6.595,Summer,9.541,24.68,1,133.71,6.89,352.39,32.521
deep_borehole,2.836,22.695,7.972,0.764,5,61.847,Summer,5.429,10.441,1,184.88,116.466,1647.16,57.466
canal,37.786,29.931,6.119,0.84,10,172.489,Autumn,6.016,13.771,3,49.78,6.083,255.81,62.205
open_catchment,15.925,25.414,7.289,0.7,1,6.997,Winter,8.762,0.628,3,53.63,11.133,290.9,16.83
community_tank,5.327,24.11,6.097,0.441,1,47.448,Winter,6.152,16.41,29,91.23,4.018,199.4,59.283
piped_protected,1.641,24.093,5.342,0.263,10,98.761,Autumn,6.487,14.741,9,61.71,6.615,52.22,35.859
open_catchment,15.387,25.006,7.732,0.425,6,50.427,Monsoon,7.846,33.224,17,42.58,7.132,129.1,56.115
rooftop_rainwater,1.302,27.167,8.567,0.915,8,91.889,Monsoon,6.828,2.125,2,34.96,1.131,10.0,15.068
deep_borehole,2.099,25.582,8.563,0.863,4,22.18,Summer,10.236,2.952,2,198.49,1.992,369.41,26.295
deep_borehole,2.376,25.646,6.638,0.323,7,13.506,Monsoon,7.846,9.184,1,171.13,3.968,395.78,0.0
shallow_well,8.139,22.23,3.736,0.328,5,117.761,Summer,8.54,5.97,11,201.47,6.822,399.99,43.966
open_catchment,15.467,24.119,7.132,0.78,2,46.609,Winter,8.771,2.111,9,75.35,5.979,217.06,25.26
shallow_well,3.773,25.47,8.904,0.427,5,38.831,Summer,7.933,2.326,5,183.4,6.49,251.1,6.843
piped_protected,0.885,24.906,5.028,0.573,12,40.771,Winter,8.403,17.577,1,120.81,3.291,219.26,15.989
shallow_well,6.246,23.752,9.671,0.422,2,7.784,Winter,8.212,19.33,6,223.19,15.697,491.42,19.68
open_catchment,13.788,23.477,3.912,0.242,9,16.994,Monsoon,7.276,31.126,5,37.1,17.494,295.67,49.217
community_tank,2.506,26.307,7.596,0.189,1,38.367,Winter,5.976,5.203,2,122.34,17.181,446.1,25.743
reservoir,2.484,26.381,8.245,0.14,3,178.983,Summer,8.318,8.461,5,64.56,0.585,213.5,49.941
reservoir,29.418,27.968,9.202,0.011,1,11.215,Winter,7.798,2.091,19,133.15,7.759,382.92,49.615
rooftop_rainwater,30.825,25.587,7.689,0.281,5,15.766,Summer,7.272,1.851,23,16.45,1.468,24.76,26.237
deep_borehole,46.529,18.771,6.512,0.171,12,57.328,Winter,6.596,0.158,3,180.87,0.385,295.85,16.592
piped_protected,16.485,32.075,7.252,0.258,4,3.244,Summer,6.891,2.598,4,89.12,2.823,169.7,1.103
deep_borehole,2.085,24.974,5.976,0.076,11,26.357,Autumn,6.221,4.596,4,223.99,8.655,463.31,31.049
canal,2.382,23.77,4.015,0.342,6,9.697,Monsoon,7.297,11.664,10,44.46,6.196,46.75,20.539
rooftop_rainwater,4.159,24.826,6.637,0.52,5,272.962,Summer,5.005,13.595,5,24.97,0.417,47.98,93.367
spring,3.829,23.812,7.737,0.945,7,70.39,Monsoon,6.09,11.102,12,155.23,2.281,341.72,36.203
shallow_well,31.356,22.544,8.539,0.347,7,12.951,Monsoon,8.791,0.461,1,134.98,17.15,411.4,9.895
pond,15.562,26.844,6.271,0.031,10,34.7,Autumn,7.767,10.297,10,90.99,19.935,334.7,39.471
open_catchment,12.874,24.554,9.216,0.362,11,12.408,Autumn,7.777,8.4,5,75.11,14.536,349.83,12.605
deep_borehole,2.057,24.732,6.748,0.817,5,11.597,Summer,7.76,20.664,10,229.34,3.198,481.93,20.998
shallow_well,24.027,17.492,7.718,0.34,10,9.167,Autumn,7.127,33.411,25,185.37,6.208,489.04,65.585
piped_protected,17.595,24.321,8.119,0.292,1,16.089,Winter,8.55,15.254,33,111.43,5.802,269.63,57.552
deep_borehole,1.787,21.77,7.08,0.919,9,47.281,Monsoon,7.247,17.401,9,317.18,2.34,583.12,20.91
spring,20.493,23.433,6.864,0.297,2,105.071,Winter,6.79,6.878,2,142.3,0.652,287.92,19.873
reservoir,3.178,25.709,9.336,0.97,7,11.267,Monsoon,7.43,12.542,27,74.54,1.332,269.13,44.981
rooftop_rainwater,0.843,23.159,4.451,0.833,3,12.817,Summer,8.956,11.069,7,22.18,0.829,80.47,30.372
rooftop_rainwater,10.695,23.573,7.064,0.684,10,302.222,Autumn,6.292,50.499,5,17.96,0.284,45.95,100.0
reservoir,10.608,25.29,4.248,0.598,6,36.614,Monsoon,6.899,18.456,2,119.0,6.021,348.89,22.031
deep_borehole,0.997,23.48,4.304,0.225,5,23.836,Summer,8.779,4.535,25,247.65,0.755,396.55,46.548
piped_protected,3.84,21.834,6.92,0.73,6,14.176,Monsoon,6.424,30.559,34,49.64,5.338,279.02,90.643
rooftop_rainwater,49.357,19.835,6.211,0.347,10,16.785,Autumn,6.362,10.758,34,24.59,0.876,139.36,72.915
rooftop_rainwater,11.345,26.01,10.118,0.486,5,33.637,Summer,7.434,2.419,7,29.68,0.358,95.96,12.352
spring,13.096,23.45,6.62,0.104,9,100.352,Monsoon,6.108,25.111,20,129.71,4.216,237.24,82.15
open_catchment,2.394,20.003,8.703,0.296,12,10.747,Winter,7.415,10.486,13,64.64,8.363,174.04,22.472
piped_protected,0.821,28.737,7.077,0.529,8,25.247,Monsoon,6.761,1.155,7,104.34,2.403,203.24,12.572
piped_protected,3.242,26.014,5.198,0.468,1,189.678,Winter,6.638,6.941,18,135.41,3.266,333.1,58.043
community_tank,2.862,21.436,4.356,0.344,9,7.226,Monsoon,7.794,9.362,7,139.27,7.747,308.09,17.662
reservoir,2.673,22.886,4.954,0.472,2,112.683,Winter,6.488,4.539,16,105.05,1.663,210.19,41.115
community_tank,2.141,28.139,7.492,0.745,5,258.853,Summer,8.164,4.863,31,194.75,14.098,508.47,91.707
reservoir,8.551,24.474,9.396,0.459,6,33.412,Monsoon,9.822,1.954,11,134.78,2.219,301.72,36.962
rooftop_rainwater,3.977,23.745,5.629,0.506,10,118.57,Autumn,6.145,17.357,28,11.26,0.079,72.44,83.336
reservoir,17.167,27.252,8.257,0.701,1,5.051,Winter,6.529,0.769,8,164.73,14.175,443.02,18.731
pond,2.033,24.497,6.727,0.842,12,24.638,Winter,6.489,4.648,3,69.9,3.441,217.44,18.674
community_tank,6.248,28.689,5.403,0.527,7,93.639,Monsoon,6.779,3.327,9,153.08,1.792,273.4,25.946
rooftop_rainwater,0.138,23.762,7.532,0.948,8,7.879,Monsoon,8.005,8.334,8,10.59,0.557,49.11,18.578
river,6.572,23.289,9.387,0.353,1,117.6,Winter,9.29,21.576,4,69.7,7.524,191.94,50.07
canal,0.575,25.05,6.887,0.253,11,395.885,Autumn,8.1,4.97,12,54.51,13.428,173.5,95.028
canal,38.042,27.894,8.244,0.693,10,15.689,Autumn,6.964,28.894,2,58.42,0.897,165.28,24.413
piped_protected,15.635,25.749,7.463,0.176,4,66.997,Summer,6.306,28.257,7,103.95,5.238,125.96,47.124
pond,6.736,25.311,7.466,0.9,2,83.455,Winter,8.562,7.332,3,50.6,27.491,269.61,22.043
spring,0.906,22.578,5.795,0.387,5,158.177,Summer,8.529,24.738,40,189.29,1.406,378.53,95.105
open_catchment,8.976,22.137,7.736,0.698,2,10.5,Winter,6.469,4.985,3,37.25,28.088,160.35,29.434
community_tank,14.22,27.897,4.807,0.57,9,16.877,Monsoon,8.417,4.189,30,157.39,1.436,378.1,49.338
river,2.116,28.213,7.542,0.054,9,60.865,Monsoon,7.871,28.499,27,93.53,10.309,259.32,82.093
rooftop_rainwater,8.398,28.116,9.059,0.709,10,35.106,Autumn,7.681,15.695,5,14.41,1.271,80.91,20.54
pond,16.831,27.373,9.706,0.79,5,196.456,Summer,7.651,3.916,1,27.37,6.231,158.07,41.393
piped_protected,14.621,26.34,5.437,0.982,5,23.737,Summer,8.13,0.364,14,80.91,3.712,153.65,15.715
community_tank,16.245,26.294,7.663,0.416,4,21.119,Summer,7.559,19.383,2,97.25,123.043,868.01,31.446
pond,21.146,25.401,5.942,0.503,1,46.256,Winter,6.516,5.227,11,82.0,3.46,95.78,21.507
community_tank,27.755,26.686,7.211,0.875,10,45.208,Autumn,6.519,1.437,3,108.76,8.19,226.86,10.046
open_catchment,5.201,24.875,9.883,0.269,12,28.484,Winter,6.623,4.764,1,57.78,1.94,10.0,4.216
open_catchment,8.411,26.678,8.317,0.189,3,13.002,Summer,7.029,7.954,1,38.42,10.483,50.39,11.473
spring,15.638,27.753,6.021,0.133,4,36.924,Summer,6.527,3.447,11,160.16,3.874,302.65,31.148
canal,11.945,21.227,5.937,0.978,7,50.781,Monsoon,8.095,0.868,18,84.48,5.499,182.7,30.622
reservoir,54.082,28.289,7.025,0.27,7,13.933,Monsoon,7.356,5.677,21,129.87,2.796,263.27,26.734
shallow_well,0.138,24.827,7.127,0.757,11,10.56,Autumn,7.103,9.747,10,179.23,9.249,357.39,11.874
shallow_well,4.387,29.375,7.199,0.45,7,46.311,Monsoon,7.187,22.191,5,176.57,13.19,382.54,23.668
community_tank,3.299,28.811,4.766,0.241,7,700.236,Monsoon,10.407,21.354,9,91.98,12.88,346.06,100.0
spring,3.042,21.908,9.999,0.913,11,112.793,Autumn,8.128,2.45,12,94.91,0.824,138.69,33.015
shallow_well,2.517,25.002,10.147,0.464,4,26.715,Summer,7.308,8.865,10,187.75,22.918,492.01,17.042
reservoir,12.349,19.402,7.719,0.566,9,26.212,Monsoon,7.246,28.17,3,95.47,3.394,184.19,22.748
piped_protected,0.886,23.842,5.695,0.222,4,38.107,Summer,7.62,0.73,10,107.22,2.147,250.93,13.395
shallow_well,13.533,26.067,6.06,0.324,12,18.17,Winter,8.961,9.295,6,195.61,31.939,625.06,30.346
deep_borehole,11.823,27.541,5.587,0.748,6,48.348,Monsoon,8.017,9.765,7,233.73,18.692,634.82,28.73
rooftop_rainwater,2.888,25.208,5.452,0.343,1,7.746,Winter,8.413,24.763,12,26.62,0.681,109.51,41.678
spring,2.915,26.328,6.049,0.506,1,20.713,Winter,8.207,9.625,11,154.93,4.366,160.3,18.171
piped_protected,9.912,22.893,7.633,0.114,6,125.525,Monsoon,7.961,1.494,3,114.14,5.378,192.31,30.362
pond,14.362,24.943,7.193,0.85,1,66.09,Winter,6.985,16.392,1,62.42,12.676,144.05,18.785
piped_protected,20.914,23.23,9.286,0.738,1,64.554,Winter,5.939,11.759,20,79.8,1.045,94.48,42.832
canal,19.115,25.848,4.715,0.761,6,99.594,Monsoon,6.672,8.81,13,53.79,14.798,218.58,36.533
pond,33.491,29.169,5.679,0.178,8,23.438,Monsoon,6.259,4.742,23,56.43,32.091,511.24,74.393
river,8.708,24.829,4.0,0.495,9,8.337,Monsoon,8.36,1.117,4,77.62,5.684,212.5,12.825
rooftop_rainwater,23.931,20.887,7.217,0.028,6,39.776,Monsoon,7.746,35.032,44,33.53,0.613,10.0,100.0
rooftop_rainwater,16.529,25.589,9.401,0.315,1,51.568,Winter,7.659,25.822,6,18.77,2.61,84.93,33.946
rooftop_rainwater,22.506,27.116,6.291,0.348,12,182.325,Winter,8.781,39.348,25,24.88,1.121,152.04,100.0
rooftop_rainwater,0.117,22.246,9.048,0.914,7,16.379,Monsoon,7.402,39.543,11,28.43,0.613,56.67,48.717
community_tank,33.785,28.726,8.041,0.993,2,25.176,Winter,8.461,2.669,4,132.52,0.539,227.82,10.697
rooftop_rainwater,6.416,23.211,8.3,0.618,7,104.632,Monsoon,7.848,5.43,5,17.52,1.19,42.03,23.463
reservoir,16.004,22.719,7.879,0.517,10,78.592,Autumn,7.578,9.091,11,74.44,0.604,138.32,24.424
rooftop_rainwater,1.361,19.658,9.705,0.44,10,7.778,Autumn,8.128,7.303,12,27.02,0.776,50.81,23.822
rooftop_rainwater,5.041,25.806,6.7,0.018,4,102.66,Summer,8.097,46.54,8,17.77,0.764,67.24,87.206
spring,3.167,30.448,8.03,0.8,1,183.464,Winter,7.41,4.887,30,126.46,3.15,230.53,65.949
community_tank,3.448,26.1,9.768,0.672,11,19.649,Autumn,6.318,1.808,11,100.67,1.802,230.18,14.932
open_catchment,1.315,22.797,5.465,0.649,9,102.284,Monsoon,7.941,8.745,2,50.29,46.509,556.27,43.069
piped_protected,16.387,26.54,6.677,0.809,1,63.19,Winter,8.543,9.951,1,108.8,6.112,228.18,20.516
piped_protected,0.093,27.401,7.862,0.928,7,14.149,Monsoon,7.925,7.358,18,104.09,1.313,182.18,23.888
pond,3.747,28.482,5.712,0.39,6,9.19,Monsoon,6.667,21.712,4,82.21,14.231,204.57,26.52
spring,1.917,21.295,5.649,0.426,7,48.731,Monsoon,7.348,9.537,38,213.84,5.186,511.94,54.078
deep_borehole,8.893,29.659,10.045,0.975,10,97.969,Autumn,7.828,5.108,14,221.27,4.13,414.67,32.71
piped_protected,2.934,25.64,5.782,0.664,1,22.995,Winter,8.292,9.328,4,120.81,3.427,240.17,9.357
shallow_well,2.998,30.26,6.45,0.851,1,10.278,Winter,8.023,32.179,31,139.16,12.158,472.06,65.21
deep_borehole,6.701,25.467,7.324,0.222,6,4.068,Monsoon,8.427,27.691,1,219.08,8.162,410.98,19.822
rooftop_rainwater,10.575,26.73,7.643,0.317,8,36.862,Monsoon,7.078,14.908,7,12.51,1.306,163.09,32.325
rooftop_rainwater,1.293,22.154,6.182,0.392,11,15.527,Autumn,7.359,14.733,2,28.46,0.281,43.02,4.05
community_tank,1.93,27.955,6.688,0.317,3,14.365,Summer,8.975,12.915,26,89.97,11.168,232.81,45.567
deep_borehole,2.839,21.769,5.497,0.884,10,176.214,Autumn,7.986,3.644,1,216.76,2.699,467.88,28.582
shallow_well,36.4,25.806,6.169,0.512,11,69.265,Autumn,6.515,13.387,14,93.07,42.421,465.77,55.358
community_tank,5.061,23.708,8.043,0.954,2,63.92,Winter,7.369,12.84,20,77.48,6.057,240.69,37.312
reservoir,9.138,24.736,8.36,0.321,4,30.576,Summer,7.265,11.778,4,98.73,6.107,210.77,5.624
pond,2.765,28.256,8.527,0.037,8,54.749,Monsoon,7.649,22.903,14,46.17,0.638,73.53,59.491
deep_borehole,6.742,23.935,6.993,0.138,9,43.81,Monsoon,7.369,0.651,1,205.63,4.386,486.24,10.131
spring,0.77,28.317,6.705,0.217,11,22.951,Autumn,8.286,8.552,2,182.59,5.857,346.32,13.959
rooftop_rainwater,0.354,23.779,5.038,0.64,6,31.551,Monsoon,6.601,0.771,32,14.1,2.421,77.64,54.022
rooftop_rainwater,6.325,25.393,6.466,0.181,7,109.114,Monsoon,8.743,22.24,3,8.17,0.767,88.88,58.305
canal,5.086,31.449,7.26,0.381,1,45.667,Winter,6.299,3.714,4,43.82,5.825,100.25,32.689
community_tank,1.472,25.365,8.632,0.795,5,352.662,Summer,7.231,6.371,23,134.08,3.547,321.12,99.039
open_catchment,11.635,24.772,4.1,0.125,6,116.206,Monsoon,6.692,5.564,4,20.82,3.306,29.59,43.234
open_catchment,49.482,25.42,6.495,0.08,10,30.175,Autumn,0.601,38.722,8,59.91,8.84,254.32,100.0
community_tank,5.036,24.009,3.601,0.54,6,39.914,Monsoon,8.587,5.796,4,128.29,5.001,195.98,21.699
spring,9.797,21.996,4.594,0.698,6,32.853,Monsoon,8.541,0.744,13,140.19,5.176,483.8,32.621
river,32.962,31.177,8.976,0.911,7,131.575,Monsoon,2.192,0.536,36,65.06,89.366,767.59,100.0
community_tank,17.81,23.781,5.047,0.662,4,10.341,Summer,8.135,3.413,2,105.76,5.736,280.1,9.433
spring,6.228,20.433,7.162,0.946,5,28.542,Summer,6.4,1.314,17,177.09,3.69,308.14,30.636
pond,13.375,24.534,8.539,0.245,6,65.282,Monsoon,6.401,22.11,9,74.57,19.919,302.79,50.27
rooftop_rainwater,1.371,26.071,6.298,0.342,9,55.357,Monsoon,9.098,15.713,8,18.64,2.281,39.1,28.52
shallow_well,7.177,24.377,5.164,0.839,4,143.518,Summer,8.185,20.927,10,304.21,20.885,676.02,49.67
river,3.272,24.854,7.179,0.811,4,21.734,Summer,9.946,10.644,18,134.93,17.244,479.27,55.271
deep_borehole,1.757,24.508,9.34,0.665,7,7.092,Monsoon,7.988,8.982,13,234.66,6.321,499.31,18.799
river,5.556,26.277,8.489,0.506,1,53.694,Winter,7.832,6.291,8,78.69,3.665,65.7,14.135
shallow_well,1.404,27.457,6.627,0.018,12,39.868,Winter,7.794,23.509,1,178.33,4.521,479.48,36.71
canal,12.006,24.423,6.164,0.28,11,51.243,Autumn,8.022,0.025,6,63.34,12.528,123.34,12.325
rooftop_rainwater,6.092,32.769,8.735,0.158,7,22.34,Monsoon,5.884,10.145,23,13.65,1.19,52.62,70.09
open_catchment,7.575,28.123,4.808,0.051,8,60.266,Monsoon,7.593,6.552,9,46.26,7.153,153.94,47.809
spring,1.583,24.984,8.405,0.776,12,25.691,Winter,7.74,2.343,5,141.66,3.216,211.52,3.349
community_tank,1.506,21.045,6.204,0.131,2,63.792,Winter,13.868,17.417,1,153.28,18.396,401.66,80.894
community_tank,8.757,25.343,4.769,0.357,4,28.316,Summer,5.722,4.371,35,106.09,9.534,184.11,64.085
open_catchment,42.004,27.442,4.35,0.977,4,156.611,Summer,7.922,7.571,3,59.18,24.956,339.55,41.302
river,1.012,27.465,9.453,0.409,10,5.838,Autumn,7.977,4.791,11,91.71,6.775,178.96,22.249
rooftop_rainwater,3.365,19.442,6.698,0.142,10,5.81,Autumn,5.884,13.167,9,15.85,0.315,10.0,48.511
piped_protected,20.361,25.346,5.659,0.69,6,62.077,Monsoon,8.203,0.153,2,87.98,1.736,146.49,8.563
spring,0.75,23.558,6.934,0.81,7,7.71,Monsoon,6.862,14.927,3,83.48,1.628,178.9,11.61
reservoir,20.866,29.492,6.142,0.279,7,38.054,Monsoon,8.613,7.462,29,111.84,3.545,272.14,52.91
pond,7.429,25.371,6.192,0.809,4,20.023,Summer,7.805,17.537,57,75.69,12.738,138.73,81.146
shallow_well,5.247,18.147,6.256,0.272,3,122.626,Summer,6.959,25.56,5,164.94,34.108,693.33,55.415
river,3.706,26.105,7.012,0.693,4,34.016,Summer,8.371,10.109,7,36.93,2.334,16.55,23.789
deep_borehole,3.526,19.15,8.136,0.125,9,19.324,Monsoon,7.167,28.478,8,201.21,10.851,280.1,42.578
canal,3.65,26.35,4.707,0.428,10,171.434,Autumn,7.625,2.003,2,62.51,21.523,430.18,36.432
community_tank,21.611,32.762,9.026,0.52,12,60.84,Winter,7.321,0.492,37,185.08,9.023,411.17,57.406
river,12.866,29.081,5.583,0.725,11,10.753,Autumn,7.681,30.335,4,90.93,9.713,329.54,28.988
canal,11.078,25.776,7.384,0.65,7,5.052,Monsoon,7.103,1.755,6,40.32,3.231,82.13,5.617
shallow_well,16.032,23.022,6.913,0.853,3,119.691,Summer,8.503,2.796,22,147.92,1.927,244.96,52.64
community_tank,2.972,28.822,5.79,0.184,3,44.71,Summer,8.412,1.809,13,102.16,17.067,267.1,27.347
community_tank,9.624,26.908,8.703,0.661,5,75.642,Summer,9.293,2.631,4,106.31,5.205,304.28,27.716
piped_protected,6.163,24.199,5.809,0.128,8,103.089,Monsoon,6.967,32.11,1,110.78,1.607,216.33,47.157
reservoir,15.253,23.384,9.128,0.478,5,58.22,Summer,7.544,26.368,2,53.1,21.441,355.25,26.761
river,3.7,22.28,8.002,0.525,6,43.54,Monsoon,7.381,4.32,5,57.02,7.427,115.07,5.214
rooftop_rainwater,10.305,26.124,5.876,0.027,9,28.767,Monsoon,7.8,17.074,6,13.2,0.317,62.2,48.184
open_catchment,21.389,23.75,5.202,0.07,9,49.31,Monsoon,7.668,21.739,7,45.15,6.812,166.29,47.903
open_catchment,5.144,25.504,8.598,0.839,6,23.283,Monsoon,6.247,2.356,1,56.82,6.376,205.85,20.411
pond,0.689,27.783,5.288,0.287,12,121.171,Winter,9.303,3.626,1,68.8,110.45,1348.84,54.799
deep_borehole,7.258,23.675,6.8,0.346,5,64.67,Summer,8.403,9.096,10,198.64,1.547,359.96,25.885
canal,4.246,26.935,8.045,0.64,8,140.365,Monsoon,8.526,14.172,2,70.51,2.265,136.82,28.376
river,11.154,28.667,7.695,0.221,1,44.761,Winter,7.773,7.645,11,146.32,15.223,417.19,27.506
spring,30.166,26.186,6.696,0.193,11,34.864,Autumn,8.585,21.375,2,145.76,0.794,251.56,28.539
deep_borehole,6.648,27.099,5.906,0.422,3,29.543,Summer,5.166,64.909,8,220.26,6.531,406.16,100.0
piped_protected,6.277,26.208,8.083,0.059,6,175.89,Monsoon,8.767,28.014,4,92.61,1.205,67.62,81.956
community_tank,10.63,25.049,4.179,0.917,8,10.127,Monsoon,7.047,26.707,3,146.58,8.948,267.6,20.416
rooftop_rainwater,1.093,27.511,7.389,0.94,6,5.405,Monsoon,6.602,3.152,3,12.76,5.724,18.54,2.669
river,2.924,29.828,5.055,0.448,10,26.582,Autumn,10.897,32.874,6,119.11,5.795,264.52,69.613
reservoir,25.131,27.565,5.684,0.209,6,28.999,Monsoon,7.584,65.898,8,119.75,11.978,384.36,90.453
deep_borehole,11.085,24.419,7.552,0.471,4,96.602,Summer,6.551,11.679,18,200.15,6.051,488.36,37.005
deep_borehole,0.135,24.498,5.876,0.1,12,128.265,Winter,6.447,19.986,13,222.36,8.974,431.36,55.801
rooftop_rainwater,2.289,24.61,8.736,0.398,7,28.489,Monsoon,7.949,12.803,3,10.73,2.345,27.4,11.335
pond,11.483,27.842,8.06,0.074,7,21.464,Monsoon,7.652,67.654,6,76.46,64.289,619.06,100.0
canal,14.456,23.421,5.954,0.706,1,3.272,Winter,6.858,12.992,1,71.52,11.634,282.49,6.415
canal,18.317,21.927,6.662,0.276,12,339.965,Winter,8.729,8.996,9,61.92,0.573,107.54,88.354
deep_borehole,3.456,26.407,5.345,0.521,3,60.067,Summer,7.797,2.372,13,272.42,8.376,506.34,21.515
shallow_well,26.741,25.065,7.709,0.014,9,121.202,Monsoon,7.223,26.008,14,134.87,9.468,321.25,66.77
deep_borehole,8.051,29.444,9.352,0.525,6,96.586,Monsoon,6.748,3.168,2,281.13,10.561,554.67,22.814
deep_borehole,11.925,18.23,5.207,0.003,4,5.704,Summer,7.057,15.861,7,226.25,4.769,425.63,33.892
rooftop_rainwater,9.082,25.624,7.283,0.925,8,19.847,Monsoon,6.468,3.933,22,22.06,0.374,82.54,49.321
community_tank,1.31,23.789,7.485,0.501,12,32.221,Winter,7.654,16.784,3,87.15,12.818,258.44,10.753
rooftop_rainwater,32.999,27.431,5.125,0.1,7,27.348,Monsoon,7.255,0.661,1,6.43,0.821,75.92,31.324
river,1.311,24.16,5.487,0.341,10,74.408,Autumn,7.876,2.697,4,85.08,4.181,135.09,5.905
deep_borehole,2.942,23.272,4.288,0.046,6,8.694,Monsoon,8.952,17.797,2,199.08,8.114,490.13,51.02
canal,16.8,27.808,7.841,0.531,4,21.301,Summer,8.953,12.513,1,81.0,15.737,317.85,29.406
spring,9.639,28.837,6.46,0.122,4,32.16,Summer,6.443,11.369,3,155.6,2.807,282.78,30.552
canal,18.211,24.707,5.912,0.473,8,12.788,Monsoon,7.46,1.378,5,35.08,13.26,130.17,6.151
reservoir,7.251,24.765,10.096,0.306,3,82.494,Summer,7.077,27.694,14,76.19,3.328,129.57,39.954
open_catchment,4.732,28.812,4.297,0.762,11,42.861,Autumn,7.493,14.088,1,27.23,2.042,10.0,11.205
reservoir,25.491,28.477,8.928,0.482,9,107.593,Monsoon,7.944,12.075,37,101.31,4.252,299.96,68.166
pond,0.369,28.094,3.769,0.848,8,242.608,Monsoon,6.693,45.166,1,116.15,0.638,258.78,100.0
piped_protected,19.388,23.792,6.219,0.941,4,26.989,Summer,7.087,11.219,17,79.51,0.9,209.59,22.88
river,2.624,23.025,4.452,0.97,12,74.737,Winter,6.394,23.07,1,16.56,7.402,121.12,47.053
river,18.887,29.91,5.77,0.26,3,5.14,Summer,7.588,3.384,3,95.82,13.444,352.38,10.015
pond,1.499,26.829,6.189,0.768,4,7.732,Summer,8.358,5.596,28,89.69,2.733,218.6,39.775
spring,8.68,22.776,5.935,0.438,11,44.118,Autumn,7.027,15.116,6,214.87,99.684,1604.48,40.266
piped_protected,21.902,24.681,7.375,0.426,12,23.621,Winter,6.97,13.919,5,151.4,1.22,474.18,19.668
community_tank,6.416,25.255,8.317,0.868,2,159.492,Winter,7.717,1.265,11,79.76,22.414,352.85,39.777
deep_borehole,13.727,24.683,6.83,0.146,6,59.385,Monsoon,8.384,0.785,15,163.68,3.223,263.21,38.914
piped_protected,16.331,24.123,7.485,0.478,3,7.965,Summer,8.177,3.364,26,115.53,2.015,176.69,36.045
spring,13.337,28.692,9.341,0.593,3,43.516,Summer,9.033,10.686,25,214.95,0.166,423.81,49.65
shallow_well,25.947,26.585,5.953,0.066,12,20.569,Winter,7.739,20.772,12,237.0,18.232,590.78,40.711
open_catchment,5.921,31.76,8.356,0.865,12,121.2,Winter,9.582,6.895,1,56.74,5.539,213.2,43.652
piped_protected,1.901,28.856,10.788,0.314,1,26.22,Winter,8.831,4.061,4,121.43,2.922,106.86,14.02
piped_protected,0.49,25.409,9.721,0.657,8,23.344,Monsoon,7.309,12.517,4,84.6,1.731,138.42,6.08
open_catchment,2.83,29.251,9.444,0.928,8,12.116,Monsoon,6.987,1.458,4,72.12,0.811,114.58,11.077
deep_borehole,1.545,26.058,8.092,0.72,9,10.449,Monsoon,8.07,2.635,2,240.15,9.152,565.18,6.057
piped_protected,8.163,32.255,8.727,0.886,11,14.797,Autumn,8.472,8.442,1,158.2,18.325,368.84,14.132
open_catchment,2.045,24.055,6.274,0.07,12,84.025,Winter,5.918,47.622,3,43.73,14.963,334.81,98.562
open_catchment,0.397,26.359,6.878,0.493,5,174.468,Summer,6.512,5.531,9,59.3,12.48,304.26,48.752
open_catchment,0.367,23.198,6.704,0.565,11,161.504,Autumn,8.259,26.659,1,12.1,16.968,159.58,50.163
rooftop_rainwater,17.812,23.857,6.005,0.689,4,51.252,Summer,8.422,52.486,22,16.1,1.264,10.0,87.058
spring,8.951,23.976,7.22,0.117,9,14.942,Monsoon,8.084,24.203,26,113.94,1.367,110.5,62.785
rooftop_rainwater,4.433,28.709,6.213,0.657,3,9.657,Summer,6.966,8.164,10,17.04,2.3,124.8,27.876
shallow_well,22.465,25.624,7.093,0.146,4,40.511,Summer,5.957,23.337,1,165.28,15.442,378.26,35.686
